VARIABLES = "mu" "R_numerics" "R_theory" 
3.5 1.830534e-01 0.1811
3.0 2.452036e-01 0.2436
2.5 3.192380e-01 0.3180
2.0 4.092936e-01 0.4084
1.5 5.217848e-01 0.5212
1.0 6.670106e-01 0.6666
0.5 8.617621e-01 0.8615
